trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1545,False,"{'a': 1.0, 'e': 0.3497986475923088}",20,0,2.6030582695572515,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1546,False,"{'a': 1.0, 'e': 0.34906275921997765}",25,4,0.24485833309178706,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
1547,False,"{'a': 1.0, 'e': 0.3483266555281983}",20,0,14.649748485356401,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1548,False,"{'a': 1.0, 'e': 0.347590336971037}",35,25,17.545606694946713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 1.0, 'e': 0.3468538040026917}",20,12,16.131131654072295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 1.0, 'e': 0.346117057077493}",20,3,-34.01897586782693,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
1551,False,"{'a': 1.0, 'e': 0.3453800966499032}",20,0,-20.95957710724965,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1552,False,"{'a': 1.0, 'e': 0.344642923174517}",30,7,-53.71309779360579,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
1553,False,"{'a': 1.0, 'e': 0.3439055371060597}",30,10,0.0002648076399418553,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1554,False,"{'a': 1.0, 'e': 0.3431679388993882}",35,17,-37.55941503036644,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
1555,False,"{'a': 1.0, 'e': 0.34243012900949}",30,0,-14.896952236230796,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
1556,False,"{'a': 1.0, 'e': 0.34169210789148324}",25,9,-7.870605486555404,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1557,False,"{'a': 1.0, 'e': 0.3409538760006167}",20,5,22.822054179459556,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 1.0, 'e': 0.3402154337922689}",25,14,1.9642847409428799,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1559,False,"{'a': 1.0, 'e': 0.3394767817219479}",25,0,15.43372089310933,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1560,False,"{'a': 1.0, 'e': 0.33873792024529126}",25,0,-30.52818832067535,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1561,False,"{'a': 1.0, 'e': 0.33799884981806627}",25,8,-47.153391460198854,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1562,False,"{'a': 1.0, 'e': 0.3372595708961686}",20,1,15.60347858862024,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1563,False,"{'a': 1.0, 'e': 0.3365200839356225}",20,10,13.067027473409775,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 1.0, 'e': 0.3357803893925807}",30,18,9.3114936506335,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1565,False,"{'a': 1.0, 'e': 0.3350404877233238}",20,6,-56.187224609204634,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
1566,False,"{'a': 1.0, 'e': 0.3343003793842607}",20,0,-18.1356219174043,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1567,False,"{'a': 1.0, 'e': 0.3335600648319273}",20,0,-55.72838310932029,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1568,False,"{'a': 1.0, 'e': 0.3328195445229867}",20,0,16.789252158686242,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1569,False,"{'a': 1.0, 'e': 0.3320788189142288}",20,0,-24.11413554274069,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1570,False,"{'a': 1.0, 'e': 0.3313378884625709}",20,0,28.496794480238623,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1571,False,"{'a': 1.0, 'e': 0.33059675362505586}",30,12,-19.243322255619432,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
1572,False,"{'a': 1.0, 'e': 0.3298554148588529}",30,6,-0.9047077284659881,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
1573,False,"{'a': 1.0, 'e': 0.32911387262125696}",25,19,-8.63551276184126,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1574,False,"{'a': 1.0, 'e': 0.32837212736968846}",25,7,21.164166234592823,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 1.0, 'e': 0.32763017956169344}",20,4,-12.054504802425122,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1576,False,"{'a': 1.0, 'e': 0.32688802965494246}",30,17,12.510056546108833,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 1.0, 'e': 0.32614567810723083}",20,0,-36.23025109180854,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1578,False,"{'a': 1.0, 'e': 0.32540312537647825}",25,13,-13.795654684837896,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1579,False,"{'a': 1.0, 'e': 0.32466037192072844}",25,16,7.706628009436701,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1580,False,"{'a': 1.0, 'e': 0.32391741819814934}",20,0,-0.568172968266405,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1581,False,"{'a': 1.0, 'e': 0.3231742646670321}",30,10,-78.28815614626464,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",1
1582,False,"{'a': 1.0, 'e': 0.322430911785791}",20,0,-19.92193426095732,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1583,False,"{'a': 1.0, 'e': 0.3216873600129632}",35,7,52.62610289037923,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 1.0, 'e': 0.32094360980720943}",20,11,-17.83088538912137,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1585,False,"{'a': 1.0, 'e': 0.3201996616273118}",20,2,31.309086651645817,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 1.0, 'e': 0.31945551593217497}",20,8,-44.52827470186222,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1587,False,"{'a': 1.0, 'e': 0.31871117318082537}",20,7,3.187077870405428,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1588,False,"{'a': 1.0, 'e': 0.31796663383241086}",30,0,-22.57924283265251,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
1589,False,"{'a': 1.0, 'e': 0.31722189834620107}",25,0,-52.72913902621688,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1590,False,"{'a': 1.0, 'e': 0.31647696718158613}",35,0,-8.973414838572015,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
1591,False,"{'a': 1.0, 'e': 0.3157318407980769}",20,11,-11.260242172415483,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1592,False,"{'a': 1.0, 'e': 0.31498651965530466}",30,0,-96.16311231039941,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 2}",0
1593,False,"{'a': 1.0, 'e': 0.31424100421302137}",20,0,11.187169118582839,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1594,False,"{'a': 1.0, 'e': 0.3134952949310981}",20,0,-48.510414107071774,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1595,False,"{'a': 1.0, 'e': 0.31274939226952586}",20,0,-11.111098514220046,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1596,False,"{'a': 1.0, 'e': 0.3120032966884149}",30,10,23.838363881123897,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1597,False,"{'a': 1.0, 'e': 0.31125700864799427}",25,17,2.193541713760747,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1598,False,"{'a': 1.0, 'e': 0.3105105286086123}",20,0,-16.237527156577915,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
1599,False,"{'a': 1.0, 'e': 0.30976385703073517}",25,8,16.80327091726746,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1600,False,"{'a': 1.0, 'e': 0.30901699437494745}",30,8,-34.53324279958687,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1601,False,"{'a': 1.0, 'e': 0.3082699411019514}",25,9,14.193941840221598,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1602,False,"{'a': 1.0, 'e': 0.3075226976725673}",20,0,-21.59517362604012,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
1603,False,"{'a': 1.0, 'e': 0.3067752645477323}",25,14,8.254594755703359,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1604,False,"{'a': 1.0, 'e': 0.30602764218850076}",25,2,-20.879982085277597,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 0}",1
1605,False,"{'a': 1.0, 'e': 0.3052798310560436}",30,20,19.555521268071544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 1.0, 'e': 0.3045318316116482}",25,8,16.76661777794825,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1607,False,"{'a': 1.0, 'e': 0.30378364431671856}",30,9,12.957706779938336,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1608,False,"{'a': 1.0, 'e': 0.30303526963277394}",20,4,-28.04285611176993,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1609,False,"{'a': 1.0, 'e': 0.3022867080214496}",25,3,-64.48573702675517,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
1610,False,"{'a': 1.0, 'e': 0.30153795994449556}",20,10,-6.522745759107856,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1611,False,"{'a': 1.0, 'e': 0.30078902586377776}",20,0,-11.049188878835203,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1612,False,"{'a': 1.0, 'e': 0.3000399062412762}",20,0,-22.890210817668105,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1613,False,"{'a': 1.0, 'e': 0.29929060153908543}",20,0,11.251011984015689,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1614,False,"{'a': 1.0, 'e': 0.29854111221941426}",20,0,-68.40259546449192,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
1615,False,"{'a': 1.0, 'e': 0.2977914387445852}",35,6,23.616395970314223,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
1616,False,"{'a': 1.0, 'e': 0.29704158157703486}",20,14,9.0208750666533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 1.0, 'e': 0.2962915411793126}",20,3,16.040278299545342,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 1.0, 'e': 0.2955413180140811}",25,16,17.27046633060709,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 1.0, 'e': 0.29479091254411544}",25,4,-18.675909442001643,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1620,False,"{'a': 1.0, 'e': 0.2940403252323039}",20,0,-37.17569314300812,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1621,False,"{'a': 1.0, 'e': 0.2932895565416461}",35,3,-72.05685500765209,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 2}",1
1622,False,"{'a': 1.0, 'e': 0.292538606935254}",30,8,23.588879078399415,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1623,False,"{'a': 1.0, 'e': 0.29178747687635104}",30,12,-82.6011299199259,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
1624,False,"{'a': 1.0, 'e': 0.2910361668282717}",25,14,1.3160210740342224,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1625,False,"{'a': 1.0, 'e': 0.2902846772544623}",20,0,-4.611436620156349,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1626,False,"{'a': 1.0, 'e': 0.2895330086184791}",30,0,-47.60334504232108,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
1627,False,"{'a': 1.0, 'e': 0.288781161383989}",25,0,-8.759965662117262,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1628,False,"{'a': 1.0, 'e': 0.28802913601476904}",25,7,22.72140975783867,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1629,False,"{'a': 1.0, 'e': 0.2872769329747067}",25,11,19.04154929185273,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1630,False,"{'a': 1.0, 'e': 0.28652455272779825}",35,13,-37.54323750774397,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
1631,False,"{'a': 1.0, 'e': 0.28577199573814976}",25,15,19.203455348918578,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 1.0, 'e': 0.28501926246997616}",30,10,-25.64593531576619,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
1633,False,"{'a': 1.0, 'e': 0.284266353387601}",20,13,11.310906419790662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 1.0, 'e': 0.2835132689554567}",35,17,3.276432332689411,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1635,False,"{'a': 1.0, 'e': 0.28276000963808345}",35,12,-28.134272256285485,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
1636,False,"{'a': 1.0, 'e': 0.28200657590012945}",25,10,8.647072657841896,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1637,False,"{'a': 1.0, 'e': 0.2812529682063505}",20,9,19.645675900241947,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 1.0, 'e': 0.2804991870216094}",25,7,-23.6883716347949,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1639,False,"{'a': 1.0, 'e': 0.2797452328108768}",20,15,7.5411241918639655,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 1.0, 'e': 0.2789911060392293}",20,0,-2.400903354912466,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1641,False,"{'a': 1.0, 'e': 0.27823680717185}",25,15,9.391977574831856,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 1.0, 'e': 0.2774823366740284}",25,13,24.43453872414435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 1.0, 'e': 0.27672769501116007}",20,1,-39.246498827750585,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 0}",1
1644,False,"{'a': 1.0, 'e': 0.2759728826487457}",20,0,11.183059025092843,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1645,False,"{'a': 1.0, 'e': 0.27521790005239155}",25,2,29.35326413425315,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 1.0, 'e': 0.27446274768780876}",20,15,7.879820456033086,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 1.0, 'e': 0.27370742602081305}",20,0,-11.244933181651229,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1648,False,"{'a': 1.0, 'e': 0.27295193551732516}",30,0,48.3850371015164,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1649,False,"{'a': 1.0, 'e': 0.2721962766433695}",20,14,13.435318056468637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 1.0, 'e': 0.2714404498650743}",35,9,9.940355528023524,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
1651,False,"{'a': 1.0, 'e': 0.27068445564867133}",20,11,3.879494632041091,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1652,False,"{'a': 1.0, 'e': 0.26992829446049627}",25,0,-73.63883620600096,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
1653,False,"{'a': 1.0, 'e': 0.26917196676698707}",20,8,17.98084528861103,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 1.0, 'e': 0.2684154730346846}",25,12,25.282517609209734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 1.0, 'e': 0.26765881373023237}",20,0,-62.75080648073809,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
1656,False,"{'a': 1.0, 'e': 0.26690198932037545}",20,13,6.937038222281528,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 1.0, 'e': 0.26614500027196175}",25,7,-70.30121853585314,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
1658,False,"{'a': 1.0, 'e': 0.2653878470519398}",25,13,9.846991826759975,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1659,False,"{'a': 1.0, 'e': 0.2646305301273599}",20,6,-37.56102051545188,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1660,False,"{'a': 1.0, 'e': 0.26387304996537275}",20,8,12.157416673969527,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 1.0, 'e': 0.26311540703323083}",20,0,-14.296399456462105,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1662,False,"{'a': 1.0, 'e': 0.262357601798286}",25,15,3.1355285336101852,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1663,False,"{'a': 1.0, 'e': 0.2615996347279907}",30,3,-23.21173719966488,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
1664,False,"{'a': 1.0, 'e': 0.260841506289897}",30,15,-9.275384012640167,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
1665,False,"{'a': 1.0, 'e': 0.2600832169516565}",20,8,8.08847566643175,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1666,False,"{'a': 1.0, 'e': 0.2593247671810205}",25,12,24.0829449175691,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 1.0, 'e': 0.2585661574458388}",20,9,7.880668287557144,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1668,False,"{'a': 1.0, 'e': 0.2578073882140599}",25,15,16.05265010725288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 1.0, 'e': 0.25704845995373066}",20,7,21.244670118073504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 1.0, 'e': 0.25628937313299655}",20,0,-25.627344733314768,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1671,False,"{'a': 1.0, 'e': 0.25553012822010024}",30,23,6.784869699710992,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 1.0, 'e': 0.25477072568338216}",20,8,9.025314735322109,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1673,False,"{'a': 1.0, 'e': 0.25401116599128}",30,11,-38.600960816163166,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
1674,False,"{'a': 1.0, 'e': 0.253251449612328}",20,0,14.604164641578423,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1675,False,"{'a': 1.0, 'e': 0.2524915770151579}",20,0,-15.791166388952306,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1676,False,"{'a': 1.0, 'e': 0.25173154866849706}",20,16,6.403214106042292,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 1.0, 'e': 0.2509713650411692}",20,0,20.41664327409773,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1678,False,"{'a': 1.0, 'e': 0.2502110266020935}",25,17,-28.484428557796143,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1679,False,"{'a': 1.0, 'e': 0.24945053382028537}",20,3,-22.221373491120012,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1680,False,"{'a': 1.0, 'e': 0.24868988716485474}",30,0,-10.70580354058181,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
1681,False,"{'a': 1.0, 'e': 0.24792908710500672}",20,0,9.338946578796172,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1682,False,"{'a': 1.0, 'e': 0.24716813411004093}",25,20,11.938518266601726,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 1.0, 'e': 0.2464070286493513}",35,0,-33.34776457106441,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
1684,False,"{'a': 1.0, 'e': 0.24564577119242628}",20,0,19.372974800306043,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1685,False,"{'a': 1.0, 'e': 0.24488436220884752}",20,0,29.580077274555425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1686,False,"{'a': 1.0, 'e': 0.24412280216829033}",30,15,11.496314908165642,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1687,False,"{'a': 1.0, 'e': 0.243361091540523}",30,0,-101.23710477411863,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
1688,False,"{'a': 1.0, 'e': 0.24259923079540732}",20,16,8.530343450499963,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 1.0, 'e': 0.24183722040289712}",25,15,-6.525754069687234,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1690,False,"{'a': 1.0, 'e': 0.24107506083303865}",20,9,-1.7715049060128787,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1691,False,"{'a': 1.0, 'e': 0.24031275255597023}",25,17,15.15533126295857,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 1.0, 'e': 0.2395502960419217}",20,14,11.579659730914832,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 1.0, 'e': 0.238787691761215}",30,12,33.826056857786924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 1.0, 'e': 0.2380249401842625}",20,0,-28.75078721061765,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1695,False,"{'a': 1.0, 'e': 0.23726204178156773}",20,13,11.314126633868245,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 1.0, 'e': 0.23649899702372476}",30,8,34.61760588653959,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 1.0, 'e': 0.2357358063814177}",20,9,5.466503848575512,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1698,False,"{'a': 1.0, 'e': 0.2349724703254213}",20,0,-2.5557980315612934,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1699,False,"{'a': 1.0, 'e': 0.23420898932659942}",35,14,32.311221298964824,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 1.0, 'e': 0.23344536385590545}",25,2,37.72604866178379,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 1.0, 'e': 0.2326815943843818}",25,0,-8.393051350254296,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1702,False,"{'a': 1.0, 'e': 0.2319176813831602}",25,15,7.80501227695651,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1703,False,"{'a': 1.0, 'e': 0.23115362532346043}",20,13,14.175986968080448,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 1.0, 'e': 0.2303894266765906}",25,13,17.51791612135029,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 1.0, 'e': 0.22962508591394687}",30,0,15.474109889897488,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1706,False,"{'a': 1.0, 'e': 0.22886060350701282}",25,0,-13.956654768202313,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1707,False,"{'a': 1.0, 'e': 0.22809597992736}",30,15,28.97612902428753,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 1.0, 'e': 0.22733121564664643}",30,12,-3.7620574072780144,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1709,False,"{'a': 1.0, 'e': 0.22656631113661718}",20,0,5.038344490097664,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1710,False,"{'a': 1.0, 'e': 0.22580126686910357}",20,0,-46.60007270711135,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1711,False,"{'a': 1.0, 'e': 0.22503608331602373}",25,17,1.0637033273137753,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 1.0, 'e': 0.22427076094938114}",20,0,21.073066487573865,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1713,False,"{'a': 1.0, 'e': 0.2235053002412651}",25,16,18.06436068815799,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 1.0, 'e': 0.2227397016638502}",20,5,-80.65683891756392,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
1715,False,"{'a': 1.0, 'e': 0.2219739656893959}",30,13,15.566496071061966,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1716,False,"{'a': 1.0, 'e': 0.22120809279024706}",20,0,-30.946069641547822,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1717,False,"{'a': 1.0, 'e': 0.22044208343883237}",20,2,2.867600280395455,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1718,False,"{'a': 1.0, 'e': 0.21967593810766484}",20,13,-9.211745157944662,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1719,False,"{'a': 1.0, 'e': 0.21890965726934122}",30,7,-43.53346281919337,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
1720,False,"{'a': 1.0, 'e': 0.21814324139654248}",35,6,-41.468997469336294,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 1}",1
1721,False,"{'a': 1.0, 'e': 0.21737669096203216}",25,0,15.017808467910832,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1722,False,"{'a': 1.0, 'e': 0.21661000643865713}",25,13,19.464557619906135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 1.0, 'e': 0.21584318829934693}",20,7,-31.333936716746177,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1724,False,"{'a': 1.0, 'e': 0.21507623701711326}",20,4,-16.965672962465323,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1725,False,"{'a': 1.0, 'e': 0.2143091530650507}",20,6,22.8558684550229,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 1.0, 'e': 0.21354193691633488}",20,7,-16.300552859903465,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
